 #L        TxT           TxE           TxP           TxW1          ExT           ExE           ExP           ExW1          PxT           PxE           PxP           PxW1          W1xT          W1xE          W1xP         W1xW1       
103   2.789916e+03 -2.514343e+01  3.725861e-04  2.412366e-02 -2.514343e+01  8.174252e-01 -1.428943e-06  1.703735e-06  3.725861e-04 -1.428943e-06  9.968882e-08  8.212124e-06  2.412366e-02  1.703735e-06  8.212124e-06  1.529490e-03
104   2.821780e+03 -2.580594e+01  3.704821e-04  2.390216e-02 -2.580594e+01  8.316522e-01 -1.440137e-06  1.743948e-06  3.704821e-04 -1.440137e-06  9.907521e-08  8.214565e-06  2.390216e-02  1.743948e-06  8.214565e-06  1.544792e-03
105   2.853840e+03 -2.646738e+01  3.683983e-04  2.368417e-02 -2.646738e+01  8.456794e-01 -1.450617e-06  1.781096e-06  3.683983e-04 -1.450617e-06  9.846530e-08  8.216768e-06  2.368417e-02  1.781096e-06  8.216768e-06  1.560056e-03
106   2.886090e+03 -2.712710e+01  3.663078e-04  2.346961e-02 -2.712710e+01  8.594923e-01 -1.460583e-06  1.813762e-06  3.663078e-04 -1.460583e-06  9.785912e-08  8.218744e-06  2.346961e-02  1.813762e-06  8.218744e-06  1.575282e-03
107   2.918522e+03 -2.778465e+01  3.641838e-04  2.325838e-02 -2.778465e+01  8.730834e-01 -1.470233e-06  1.840529e-06  3.641838e-04 -1.470233e-06  9.725673e-08  8.220502e-06  2.325838e-02  1.840529e-06  8.220502e-06  1.590469e-03
108   2.951122e+03 -2.843947e+01  3.619995e-04  2.305041e-02 -2.843947e+01  8.864308e-01 -1.479768e-06  1.859984e-06  3.619995e-04 -1.479768e-06  9.665814e-08  8.222051e-06  2.305041e-02  1.859984e-06  8.222051e-06  1.605615e-03
109   2.983897e+03 -2.909088e+01  3.597281e-04  2.284559e-02 -2.909088e+01  8.995273e-01 -1.489388e-06  1.870708e-06  3.597281e-04 -1.489388e-06  9.606341e-08  8.223402e-06  2.284559e-02  1.870708e-06  8.223402e-06  1.620718e-03
110   3.016834e+03 -2.973844e+01  3.573428e-04  2.264386e-02 -2.973844e+01  9.123507e-01 -1.499292e-06  1.871288e-06  3.573428e-04 -1.499292e-06  9.547256e-08  8.224563e-06  2.264386e-02  1.871288e-06  8.224563e-06  1.635778e-03
111   3.049924e+03 -3.038165e+01  3.548234e-04  2.244511e-02 -3.038165e+01  9.248939e-01 -1.509635e-06  1.860692e-06  3.548234e-04 -1.509635e-06  9.488564e-08  8.225543e-06  2.244511e-02  1.860692e-06  8.225543e-06  1.650792e-03
112   3.083167e+03 -3.101975e+01  3.521754e-04  2.224929e-02 -3.101975e+01  9.371491e-01 -1.520387e-06  1.839432e-06  3.521754e-04 -1.520387e-06  9.430265e-08  8.226343e-06  2.224929e-02  1.839432e-06  8.226343e-06  1.665759e-03
113   3.116555e+03 -3.165236e+01  3.494111e-04  2.205633e-02 -3.165236e+01  9.490940e-01 -1.531472e-06  1.808408e-06  3.494111e-04 -1.531472e-06  9.372361e-08  8.226964e-06  2.205633e-02  1.808408e-06  8.226964e-06  1.680677e-03
114   3.150081e+03 -3.227880e+01  3.465426e-04  2.186615e-02 -3.227880e+01  9.607135e-01 -1.542816e-06  1.768516e-06  3.465426e-04 -1.542816e-06  9.314851e-08  8.227407e-06  2.186615e-02  1.768516e-06  8.227407e-06  1.695544e-03
115   3.183735e+03 -3.289853e+01  3.435820e-04  2.167871e-02 -3.289853e+01  9.720073e-01 -1.554342e-06  1.720655e-06  3.435820e-04 -1.554342e-06  9.257737e-08  8.227670e-06  2.167871e-02  1.720655e-06  8.227670e-06  1.710358e-03
116   3.217518e+03 -3.351103e+01  3.405415e-04  2.149393e-02 -3.351103e+01  9.829604e-01 -1.565976e-06  1.665722e-06  3.405415e-04 -1.565976e-06  9.201020e-08  8.227755e-06  2.149393e-02  1.665722e-06  8.227755e-06  1.725118e-03
117   3.251421e+03 -3.411569e+01  3.374334e-04  2.131174e-02 -3.411569e+01  9.935504e-01 -1.577641e-06  1.604616e-06  3.374334e-04 -1.577641e-06  9.144699e-08  8.227661e-06  2.131174e-02  1.604616e-06  8.227661e-06  1.739821e-03
118   3.285428e+03 -3.471191e+01  3.342696e-04  2.113208e-02 -3.471191e+01  1.003777e+00 -1.589262e-06  1.538233e-06  3.342696e-04 -1.589262e-06  9.088776e-08  8.227389e-06  2.113208e-02  1.538233e-06  8.227389e-06  1.754465e-03
119   3.319539e+03 -3.529921e+01  3.310624e-04  2.095489e-02 -3.529921e+01  1.013625e+00 -1.600765e-06  1.467474e-06  3.310624e-04 -1.600765e-06  9.033252e-08  8.226939e-06  2.095489e-02  1.467474e-06  8.226939e-06  1.769049e-03
120   3.353746e+03 -3.587701e+01  3.278240e-04  2.078010e-02 -3.587701e+01  1.023087e+00 -1.612073e-06  1.393234e-06  3.278240e-04 -1.612073e-06  8.978127e-08  8.226311e-06  2.078010e-02  1.393234e-06  8.226311e-06  1.783570e-03
121   3.388041e+03 -3.644470e+01  3.245664e-04  2.060765e-02 -3.644470e+01  1.032148e+00 -1.623112e-06  1.316413e-06  3.245664e-04 -1.623112e-06  8.923402e-08  8.225505e-06  2.060765e-02  1.316413e-06  8.225505e-06  1.798027e-03
122   3.422408e+03 -3.700180e+01  3.213019e-04  2.043746e-02 -3.700180e+01  1.040800e+00 -1.633804e-06  1.237907e-06  3.213019e-04 -1.633804e-06  8.869077e-08  8.224523e-06  2.043746e-02  1.237907e-06  8.224523e-06  1.812418e-03
123   3.456847e+03 -3.754774e+01  3.180426e-04  2.026948e-02 -3.754774e+01  1.049036e+00 -1.644077e-06  1.158616e-06  3.180426e-04 -1.644077e-06  8.815154e-08  8.223362e-06  2.026948e-02  1.158616e-06  8.223362e-06  1.826741e-03
124   3.491349e+03 -3.808188e+01  3.148007e-04  2.010364e-02 -3.808188e+01  1.056840e+00 -1.653853e-06  1.079436e-06  3.148007e-04 -1.653853e-06  8.761633e-08  8.222025e-06  2.010364e-02  1.079436e-06  8.222025e-06  1.840993e-03
125   3.525899e+03 -3.860378e+01  3.115883e-04  1.993988e-02 -3.860378e+01  1.064212e+00 -1.663057e-06  1.001266e-06  3.115883e-04 -1.663057e-06  8.708514e-08  8.220511e-06  1.993988e-02  1.001266e-06  8.220511e-06  1.855174e-03
126   3.560497e+03 -3.911291e+01  3.084175e-04  1.977812e-02 -3.911291e+01  1.071138e+00 -1.671614e-06  9.250041e-07  3.084175e-04 -1.671614e-06  8.655799e-08  8.218821e-06  1.977812e-02  9.250041e-07  8.218821e-06  1.869281e-03
127   3.595126e+03 -3.960866e+01  3.053006e-04  1.961830e-02 -3.960866e+01  1.077616e+00 -1.679449e-06  8.515477e-07  3.053006e-04 -1.679449e-06  8.603488e-08  8.216954e-06  1.961830e-02  8.515477e-07  8.216954e-06  1.883311e-03
128   3.629778e+03 -4.009057e+01  3.022497e-04  1.946037e-02 -4.009057e+01  1.083633e+00 -1.686486e-06  7.817948e-07  3.022497e-04 -1.686486e-06  8.551582e-08  8.214910e-06  1.946037e-02  7.817948e-07  8.214910e-06  1.897264e-03
129   3.664454e+03 -4.055812e+01  2.992769e-04  1.930424e-02 -4.055812e+01  1.089188e+00 -1.692649e-06  7.166434e-07  2.992769e-04 -1.692649e-06  8.500082e-08  8.212691e-06  1.930424e-02  7.166434e-07  8.212691e-06  1.911138e-03
130   3.699137e+03 -4.101069e+01  2.963944e-04  1.914987e-02 -4.101069e+01  1.094265e+00 -1.697864e-06  6.569915e-07  2.963944e-04 -1.697864e-06  8.448988e-08  8.210296e-06  1.914987e-02  6.569915e-07  8.210296e-06  1.924930e-03
131   3.733812e+03 -4.144783e+01  2.936115e-04  1.899718e-02 -4.144783e+01  1.098865e+00 -1.702068e-06  6.035233e-07  2.936115e-04 -1.702068e-06  8.398301e-08  8.207725e-06  1.899718e-02  6.035233e-07  8.207725e-06  1.938639e-03
132   3.768487e+03 -4.186903e+01  2.909259e-04  1.884616e-02 -4.186903e+01  1.102987e+00 -1.705252e-06  5.560692e-07  2.909259e-04 -1.705252e-06  8.348018e-08  8.204979e-06  1.884616e-02  5.560692e-07  8.204979e-06  1.952263e-03
133   3.803141e+03 -4.227385e+01  2.883326e-04  1.869678e-02 -4.227385e+01  1.106617e+00 -1.707420e-06  5.142457e-07  2.883326e-04 -1.707420e-06  8.298137e-08  8.202057e-06  1.869678e-02  5.142457e-07  8.202057e-06  1.965802e-03
134   3.837774e+03 -4.266171e+01  2.858264e-04  1.854903e-02 -4.266171e+01  1.109771e+00 -1.708578e-06  4.776696e-07  2.858264e-04 -1.708578e-06  8.248656e-08  8.198960e-06  1.854903e-02  4.776696e-07  8.198960e-06  1.979256e-03
135   3.872372e+03 -4.303233e+01  2.834023e-04  1.840289e-02 -4.303233e+01  1.112425e+00 -1.708730e-06  4.459574e-07  2.834023e-04 -1.708730e-06  8.199572e-08  8.195687e-06  1.840289e-02  4.459574e-07  8.195687e-06  1.992623e-03
136   3.906936e+03 -4.338505e+01  2.810551e-04  1.825833e-02 -4.338505e+01  1.114587e+00 -1.707879e-06  4.187259e-07  2.810551e-04 -1.707879e-06  8.150883e-08  8.192239e-06  1.825833e-02  4.187259e-07  8.192239e-06  2.005903e-03
137   3.941451e+03 -4.371943e+01  2.787798e-04  1.811535e-02 -4.371943e+01  1.116251e+00 -1.706032e-06  3.955918e-07  2.787798e-04 -1.706032e-06  8.102586e-08  8.188616e-06  1.811535e-02  3.955918e-07  8.188616e-06  2.019094e-03
138   3.975912e+03 -4.403511e+01  2.765712e-04  1.797392e-02 -4.403511e+01  1.117424e+00 -1.703191e-06  3.761716e-07  2.765712e-04 -1.703191e-06  8.054680e-08  8.184817e-06  1.797392e-02  3.761716e-07  8.184817e-06  2.032197e-03
139   4.010304e+03 -4.433166e+01  2.744242e-04  1.783402e-02 -4.433166e+01  1.118098e+00 -1.699362e-06  3.600821e-07  2.744242e-04 -1.699362e-06  8.007160e-08  8.180844e-06  1.783402e-02  3.600821e-07  8.180844e-06  2.045211e-03
140   4.044635e+03 -4.460864e+01  2.723338e-04  1.769564e-02 -4.460864e+01  1.118274e+00 -1.694548e-06  3.469400e-07  2.723338e-04 -1.694548e-06  7.960026e-08  8.176695e-06  1.769564e-02  3.469400e-07  8.176695e-06  2.058133e-03
141   4.078884e+03 -4.486570e+01  2.702949e-04  1.755875e-02 -4.486570e+01  1.117966e+00 -1.688756e-06  3.363618e-07  2.702949e-04 -1.688756e-06  7.913274e-08  8.172371e-06  1.755875e-02  3.363618e-07  8.172371e-06  2.070965e-03
142   4.113043e+03 -4.510231e+01  2.683022e-04  1.742335e-02 -4.510231e+01  1.117161e+00 -1.681988e-06  3.279642e-07  2.683022e-04 -1.681988e-06  7.866902e-08  8.167872e-06  1.742335e-02  3.279642e-07  8.167872e-06  2.083705e-03
143   4.147115e+03 -4.531821e+01  2.663508e-04  1.728940e-02 -4.531821e+01  1.115865e+00 -1.674249e-06  3.213640e-07  2.663508e-04 -1.674249e-06  7.820907e-08  8.163198e-06  1.728940e-02  3.213640e-07  8.163198e-06  2.096352e-03
144   4.181076e+03 -4.551294e+01  2.644356e-04  1.715689e-02 -4.551294e+01  1.114086e+00 -1.665544e-06  3.161777e-07  2.644356e-04 -1.665544e-06  7.775288e-08  8.158349e-06  1.715689e-02  3.161777e-07  8.158349e-06  2.108906e-03
145   4.214928e+03 -4.568601e+01  2.625513e-04  1.702581e-02 -4.568601e+01  1.111817e+00 -1.655878e-06  3.120221e-07  2.625513e-04 -1.655878e-06  7.730042e-08  8.153326e-06  1.702581e-02  3.120221e-07  8.153326e-06  2.121365e-03
146   4.248642e+03 -4.583721e+01  2.606930e-04  1.689612e-02 -4.583721e+01  1.109073e+00 -1.645254e-06  3.085138e-07  2.606930e-04 -1.645254e-06  7.685165e-08  8.148127e-06  1.689612e-02  3.085138e-07  8.148127e-06  2.133730e-03
147   4.282212e+03 -4.596594e+01  2.588556e-04  1.676783e-02 -4.596594e+01  1.105862e+00 -1.633678e-06  3.052695e-07  2.588556e-04 -1.633678e-06  7.640657e-08  8.142754e-06  1.676783e-02  3.052695e-07  8.142754e-06  2.145998e-03
148   4.315622e+03 -4.607192e+01  2.570338e-04  1.664090e-02 -4.607192e+01  1.102183e+00 -1.621153e-06  3.019058e-07  2.570338e-04 -1.621153e-06  7.596514e-08  8.137207e-06  1.664090e-02  3.019058e-07  8.137207e-06  2.158171e-03
149   4.348860e+03 -4.615472e+01  2.552227e-04  1.651532e-02 -4.615472e+01  1.098044e+00 -1.607684e-06  2.980394e-07  2.552227e-04 -1.607684e-06  7.552733e-08  8.131484e-06  1.651532e-02  2.980394e-07  8.131484e-06  2.170246e-03
150   4.381910e+03 -4.621390e+01  2.534171e-04  1.639106e-02 -4.621390e+01  1.093454e+00 -1.593276e-06  2.932870e-07  2.534171e-04 -1.593276e-06  7.509313e-08  8.125587e-06  1.639106e-02  2.932870e-07  8.125587e-06  2.182222e-03
151   4.414752e+03 -4.624918e+01  2.516129e-04  1.626812e-02 -4.624918e+01  1.088419e+00 -1.577940e-06  2.873453e-07  2.516129e-04 -1.577940e-06  7.466251e-08  8.119516e-06  1.626812e-02  2.873453e-07  8.119516e-06  2.194101e-03
152   4.447391e+03 -4.626025e+01  2.498098e-04  1.614647e-02 -4.626025e+01  1.082946e+00 -1.561716e-06  2.802318e-07  2.498098e-04 -1.561716e-06  7.423545e-08  8.113272e-06  1.614647e-02  2.802318e-07  8.113272e-06  2.205881e-03
153   4.479814e+03 -4.624681e+01  2.480086e-04  1.602608e-02 -4.624681e+01  1.077051e+00 -1.544649e-06  2.720440e-07  2.480086e-04 -1.544649e-06  7.381191e-08  8.106858e-06  1.602608e-02  2.720440e-07  8.106858e-06  2.217564e-03
154   4.512020e+03 -4.620871e+01  2.462098e-04  1.590694e-02 -4.620871e+01  1.070749e+00 -1.526786e-06  2.628793e-07  2.462098e-04 -1.526786e-06  7.339187e-08  8.100274e-06  1.590694e-02  2.628793e-07  8.100274e-06  2.229151e-03
155   4.543999e+03 -4.614557e+01  2.444144e-04  1.578901e-02 -4.614557e+01  1.064039e+00 -1.508174e-06  2.528352e-07  2.444144e-04 -1.508174e-06  7.297530e-08  8.093524e-06  1.578901e-02  2.528352e-07  8.093524e-06  2.240642e-03
156   4.575761e+03 -4.605724e+01  2.426229e-04  1.567229e-02 -4.605724e+01  1.056943e+00 -1.488859e-06  2.420094e-07  2.426229e-04 -1.488859e-06  7.256218e-08  8.086608e-06  1.567229e-02  2.420094e-07  8.086608e-06  2.252038e-03
157   4.607281e+03 -4.594341e+01  2.408361e-04  1.555674e-02 -4.594341e+01  1.049462e+00 -1.468888e-06  2.304993e-07  2.408361e-04 -1.468888e-06  7.215249e-08  8.079529e-06  1.555674e-02  2.304993e-07  8.079529e-06  2.263341e-03
158   4.638567e+03 -4.580386e+01  2.390546e-04  1.544234e-02 -4.580386e+01  1.041625e+00 -1.448306e-06  2.184023e-07  2.390546e-04 -1.448306e-06  7.174619e-08  8.072289e-06  1.544234e-02  2.184023e-07  8.072289e-06  2.274550e-03
159   4.669603e+03 -4.563835e+01  2.372792e-04  1.532908e-02 -4.563835e+01  1.033433e+00 -1.427159e-06  2.058161e-07  2.372792e-04 -1.427159e-06  7.134325e-08  8.064889e-06  1.532908e-02  2.058161e-07  8.064889e-06  2.285667e-03
160   4.700382e+03 -4.544674e+01  2.355106e-04  1.521692e-02 -4.544674e+01  1.024906e+00 -1.405496e-06  1.928382e-07  2.355106e-04 -1.405496e-06  7.094366e-08  8.057332e-06  1.521692e-02  1.928382e-07  8.057332e-06  2.296692e-03
161   4.730881e+03 -4.522872e+01  2.337494e-04  1.510585e-02 -4.522872e+01  1.016061e+00 -1.383361e-06  1.795659e-07  2.337494e-04 -1.383361e-06  7.054738e-08  8.049619e-06  1.510585e-02  1.795659e-07  8.049619e-06  2.307627e-03
162   4.761091e+03 -4.498421e+01  2.319965e-04  1.499584e-02 -4.498421e+01  1.006911e+00 -1.360801e-06  1.660970e-07  2.319965e-04 -1.360801e-06  7.015440e-08  8.041751e-06  1.499584e-02  1.660970e-07  8.041751e-06  2.318472e-03
163   4.791005e+03 -4.471283e+01  2.302525e-04  1.488688e-02 -4.471283e+01  9.974874e-01 -1.337863e-06  1.525288e-07  2.302525e-04 -1.337863e-06  6.976467e-08  8.033732e-06  1.488688e-02  1.525288e-07  8.033732e-06  2.329228e-03
164   4.820601e+03 -4.441458e+01  2.285180e-04  1.477893e-02 -4.441458e+01  9.877889e-01 -1.314592e-06  1.389589e-07  2.285180e-04 -1.314592e-06  6.937818e-08  8.025563e-06  1.477893e-02  1.389589e-07  8.025563e-06  2.339895e-03
165   4.849877e+03 -4.408916e+01  2.267939e-04  1.467198e-02 -4.408916e+01  9.778382e-01 -1.291036e-06  1.254847e-07  2.267939e-04 -1.291036e-06  6.899490e-08  8.017245e-06  1.467198e-02  1.254847e-07  8.017245e-06  2.350475e-03
166   4.878819e+03 -4.373648e+01  2.250808e-04  1.456600e-02 -4.373648e+01  9.676574e-01 -1.267240e-06  1.122039e-07  2.250808e-04 -1.267240e-06  6.861481e-08  8.008782e-06  1.456600e-02  1.122039e-07  8.008782e-06  2.360968e-03
167   4.907418e+03 -4.335639e+01  2.233794e-04  1.446097e-02 -4.335639e+01  9.572687e-01 -1.243252e-06  9.921392e-08  2.233794e-04 -1.243252e-06  6.823787e-08  8.000173e-06  1.446097e-02  9.921392e-08  8.000173e-06  2.371376e-03
168   4.935666e+03 -4.294897e+01  2.216905e-04  1.435687e-02 -4.294897e+01  9.466944e-01 -1.219116e-06  8.661224e-08  2.216905e-04 -1.219116e-06  6.786406e-08  7.991422e-06  1.435687e-02  8.661224e-08  7.991422e-06  2.381699e-03
169   4.963556e+03 -4.251405e+01  2.200147e-04  1.425368e-02 -4.251405e+01  9.359566e-01 -1.194881e-06  7.449640e-08  2.200147e-04 -1.194881e-06  6.749336e-08  7.982530e-06  1.425368e-02  7.449640e-08  7.982530e-06  2.391937e-03
170   4.991080e+03 -4.205156e+01  2.183527e-04  1.415137e-02 -4.205156e+01  9.250703e-01 -1.170591e-06  6.296392e-08  2.183527e-04 -1.170591e-06  6.712573e-08  7.973499e-06  1.415137e-02  6.296392e-08  7.973499e-06  2.402092e-03
171   5.018222e+03 -4.156142e+01  2.167053e-04  1.404992e-02 -4.156142e+01  9.140650e-01 -1.146294e-06  5.211230e-08  2.167053e-04 -1.146294e-06  6.676116e-08  7.964331e-06  1.404992e-02  5.211230e-08  7.964331e-06  2.412164e-03
172   5.044990e+03 -4.104362e+01  2.150732e-04  1.394931e-02 -4.104362e+01  9.029630e-01 -1.122036e-06  4.203905e-08  2.150732e-04 -1.122036e-06  6.639961e-08  7.955028e-06  1.394931e-02  4.203905e-08  7.955028e-06  2.422155e-03
173   5.071360e+03 -4.049808e+01  2.134570e-04  1.384952e-02 -4.049808e+01  8.917864e-01 -1.097863e-06  3.284168e-08  2.134570e-04 -1.097863e-06  6.604106e-08  7.945592e-06  1.384952e-02  3.284168e-08  7.945592e-06  2.432064e-03
174   5.097325e+03 -3.992480e+01  2.118575e-04  1.375052e-02 -3.992480e+01  8.805575e-01 -1.073821e-06  2.461772e-08  2.118575e-04 -1.073821e-06  6.568548e-08  7.936024e-06  1.375052e-02  2.461772e-08  7.936024e-06  2.441894e-03
175   5.122884e+03 -3.932391e+01  2.102754e-04  1.365229e-02 -3.932391e+01  8.693135e-01 -1.049957e-06  1.746466e-08  2.102754e-04 -1.049957e-06  6.533285e-08  7.926327e-06  1.365229e-02  1.746466e-08  7.926327e-06  2.451644e-03
176   5.148023e+03 -3.869535e+01  2.087111e-04  1.355481e-02 -3.869535e+01  8.580690e-01 -1.026308e-06  1.145427e-08  2.087111e-04 -1.026308e-06  6.498313e-08  7.916502e-06  1.355481e-02  1.145427e-08  7.916502e-06  2.461315e-03
177   5.172733e+03 -3.803911e+01  2.071644e-04  1.345808e-02 -3.803911e+01  8.468612e-01 -1.002869e-06  6.555291e-09  2.071644e-04 -1.002869e-06  6.463631e-08  7.906553e-06  1.345808e-02  6.555291e-09  7.906553e-06  2.470910e-03
178   5.197000e+03 -3.735527e+01  2.056348e-04  1.336210e-02 -3.735527e+01  8.357125e-01 -9.796270e-07  2.710702e-09  2.056348e-04 -9.796270e-07  6.429236e-08  7.896483e-06  1.336210e-02  2.710702e-09  7.896483e-06  2.480430e-03
179   5.220825e+03 -3.664384e+01  2.041216e-04  1.326685e-02 -3.664384e+01  8.246452e-01 -9.565685e-07 -1.365099e-10  2.041216e-04 -9.565685e-07  6.395124e-08  7.886296e-06  1.326685e-02 -1.365099e-10  7.886296e-06  2.489876e-03
180   5.244200e+03 -3.590495e+01  2.026244e-04  1.317235e-02 -3.590495e+01  8.136964e-01 -9.336798e-07 -2.043357e-09  2.026244e-04 -9.336798e-07  6.361294e-08  7.875995e-06  1.317235e-02 -2.043357e-09  7.875995e-06  2.499251e-03
181   5.267111e+03 -3.513877e+01  2.011427e-04  1.307858e-02 -3.513877e+01  8.028958e-01 -9.109472e-07 -3.066855e-09  2.011427e-04 -9.109472e-07  6.327743e-08  7.865582e-06  1.307858e-02 -3.066855e-09  7.865582e-06  2.508556e-03
182   5.289558e+03 -3.434537e+01  1.996760e-04  1.298556e-02 -3.434537e+01  7.922732e-01 -8.883571e-07 -3.264018e-09  1.996760e-04 -8.883571e-07  6.294468e-08  7.855063e-06  1.298556e-02 -3.264018e-09  7.855063e-06  2.517792e-03
183   5.311535e+03 -3.352491e+01  1.982236e-04  1.289326e-02 -3.352491e+01  7.818509e-01 -8.658959e-07 -2.691859e-09  1.982236e-04 -8.658959e-07  6.261466e-08  7.844439e-06  1.289326e-02 -2.691859e-09  7.844439e-06  2.526962e-03
184   5.333026e+03 -3.267760e+01  1.967851e-04  1.280170e-02 -3.267760e+01  7.716660e-01 -8.435499e-07 -1.407393e-09  1.967851e-04 -8.435499e-07  6.228735e-08  7.833715e-06  1.280170e-02 -1.407393e-09  7.833715e-06  2.536067e-03
185   5.354032e+03 -3.180338e+01  1.953600e-04  1.271087e-02 -3.180338e+01  7.617558e-01 -8.213055e-07  5.323647e-10  1.953600e-04 -8.213055e-07  6.196273e-08  7.822894e-06  1.271087e-02  5.323647e-10  7.822894e-06  2.545108e-03
186   5.374538e+03 -3.090262e+01  1.939478e-04  1.262077e-02 -3.090262e+01  7.521425e-01 -7.991490e-07  3.070401e-09  1.939478e-04 -7.991490e-07  6.164076e-08  7.811979e-06  1.262077e-02  3.070401e-09  7.811979e-06  2.554088e-03
187   5.394545e+03 -2.997539e+01  1.925478e-04  1.253139e-02 -2.997539e+01  7.428566e-01 -7.770669e-07  6.149701e-09  1.925478e-04 -7.770669e-07  6.132142e-08  7.800974e-06  1.253139e-02  6.149701e-09  7.800974e-06  2.563009e-03
188   5.414046e+03 -2.902201e+01  1.911596e-04  1.244274e-02 -2.902201e+01  7.339382e-01 -7.550455e-07  9.713251e-09  1.911596e-04 -7.550455e-07  6.100468e-08  7.789881e-06  1.244274e-02  9.713251e-09  7.789881e-06  2.571871e-03
189   5.433025e+03 -2.804261e+01  1.897827e-04  1.235481e-02 -2.804261e+01  7.254186e-01 -7.330711e-07  1.370404e-08  1.897827e-04 -7.330711e-07  6.069053e-08  7.778705e-06  1.235481e-02  1.370404e-08  7.778705e-06  2.580677e-03
190   5.451485e+03 -2.703750e+01  1.884166e-04  1.226760e-02 -2.703750e+01  7.173320e-01 -7.111302e-07  1.806504e-08  1.884166e-04 -7.111302e-07  6.037892e-08  7.767449e-06  1.226760e-02  1.806504e-08  7.767449e-06  2.589428e-03
191   5.469416e+03 -2.600698e+01  1.870606e-04  1.218111e-02 -2.600698e+01  7.097102e-01 -6.892092e-07  2.273926e-08  1.870606e-04 -6.892092e-07  6.006984e-08  7.756116e-06  1.218111e-02  2.273926e-08  7.756116e-06  2.598126e-03
192   5.486805e+03 -2.495112e+01  1.857143e-04  1.209533e-02 -2.495112e+01  7.025884e-01 -6.672943e-07  2.766966e-08  1.857143e-04 -6.672943e-07  5.976325e-08  7.744709e-06  1.209533e-02  2.766966e-08  7.744709e-06  2.606773e-03
193   5.503644e+03 -2.387022e+01  1.843772e-04  1.201027e-02 -2.387022e+01  6.959998e-01 -6.453720e-07  3.279925e-08  1.843772e-04 -6.453720e-07  5.945914e-08  7.733232e-06  1.201027e-02  3.279925e-08  7.733232e-06  2.615370e-03
194   5.519942e+03 -2.276474e+01  1.830488e-04  1.192593e-02 -2.276474e+01  6.899802e-01 -6.234286e-07  3.807100e-08  1.830488e-04 -6.234286e-07  5.915747e-08  7.721689e-06  1.192593e-02  3.807100e-08  7.721689e-06  2.623920e-03
195   5.535684e+03 -2.163490e+01  1.817284e-04  1.184229e-02 -2.163490e+01  6.845652e-01 -6.014505e-07  4.342789e-08  1.817284e-04 -6.014505e-07  5.885822e-08  7.710082e-06  1.184229e-02  4.342789e-08  7.710082e-06  2.632423e-03
196   5.550870e+03 -2.048114e+01  1.804157e-04  1.175936e-02 -2.048114e+01  6.797906e-01 -5.794240e-07  4.881293e-08  1.804157e-04 -5.794240e-07  5.856137e-08  7.698415e-06  1.175936e-02  4.881293e-08  7.698415e-06  2.640882e-03
197   5.565501e+03 -1.930377e+01  1.791100e-04  1.167714e-02 -1.930377e+01  6.756935e-01 -5.573356e-07  5.416908e-08  1.791100e-04 -5.573356e-07  5.826688e-08  7.686692e-06  1.167714e-02  5.416908e-08  7.686692e-06  2.649298e-03
198   5.579576e+03 -1.810316e+01  1.778108e-04  1.159562e-02 -1.810316e+01  6.723095e-01 -5.351716e-07  5.943934e-08  1.778108e-04 -5.351716e-07  5.797473e-08  7.674916e-06  1.159562e-02  5.943934e-08  7.674916e-06  2.657673e-03
